x_1	x_2	y_1	y_2	P(x_1)	P(x_2)	P(y_1)	P(y_2)	P(x_1, y_1)	P(x_1, y_2)	P(x_2, y_1)	P(x_2, y_2)	P(y_1|x_1)	P(y_2|x_2)	P(x_1|y_1)	P(x_2|y_2)
He was the size of an ape.	He was the size of an ant.	He was huge.	He was small.	8.403759328297482e-19	1.0430165588740687e-17	1.8302815460764952e-14	2.0331128066576104e-15	6.020807888404808e-26	7.423847198570508e-27	1.1752198973085014e-26	5.2074181327168e-25	0.8902316165075412	0.9779298946038044	0.83668491391296	0.9859440933892585
The song had the creativity of an ameba.	The song had the creativity of all the paintings in the Louvre.	The song was too simplistic.	The song was very complex and beautiful.	4.081220029409424e-28	1.4510294175615971e-36	7.184051875823673e-21	1.8443607998612808e-23	1.2612165416636988e-41	6.00066082096972e-46	1.9112907891153261e-50	1.1846113722487821e-52	0.9999524239087043	0.006159787015166467	0.9999999984845658	1.9741344724082102e-07
That movie was as long as a 25-year-old tapeworm	That movie was as long as Howie Mandel's hair	It's extremely long	It's as short as can be	3.261284940560515e-30	1.490807512212173e-24	2.276823147877916e-14	7.858291458126275e-15	6.2131643375317076e-40	9.865021841422693e-42	9.785752727771138e-34	9.58030243379299e-36	0.9843705455000583	0.009695135739884097	6.34919005774912e-07	0.9999989702818098
The playground is as safe as Dracula's fangs.	The playground is as safe as an insurance policy.	The playground is dangerous.	The playground is secure.	2.9290072337834046e-33	1.2241015897502953e-27	7.154495367551822e-19	3.171156895896108e-19	1.0347134142268986e-41	3.036922501685965e-43	8.429689098576461e-37	1.1236664762871256e-36	0.9714865082784349	0.5713649231593801	1.2274482505291086e-05	0.9999997297310416
The manager added kindling to our spark.	The manager added water to our spark.	The manager motivated his employees.	The manager demotivated his employees.	2.137104331470623e-32	1.430026852016835e-29	2.5198667678982033e-22	4.960511377081382e-23	2.1242887359491857e-45	8.773837509710432e-48	1.4083788092272092e-42	1.3619253896179705e-44	0.995886741617953	0.009577547430877156	0.001506050386572544	0.9993561916895707
The student was as gifted as an entrepreneur	The student was as gifted as a blind otter	he has talant	he was talentless	2.7709217851200005e-23	1.317030635581745e-29	1.7621052236461118e-15	1.637059857721818e-13	2.74405789514674e-37	5.287494402280944e-37	5.58262110609497e-44	1.2668485132121695e-41	0.34165971826213426	0.9956126339921052	0.9999997965560428	2.395876127158808e-05
The woman was as glamourous as a movie star	The woman was as glamourous as an old shoe	she was fancy	she was unkempt	8.975676212598742e-24	3.256081373047369e-27	1.3549548803798436e-15	7.403550881530483e-17	2.960612167828523e-37	3.2758348976306214e-38	1.244086571994881e-40	1.2821015436567807e-38	0.900375913152626	0.9903897580876175	0.9995799638925263	0.2812899126988808
His height was comparable to a redwood tree	His height was comparable to a mouse	He was tall	He was short	6.712118593349008e-24	5.903562160978387e-20	1.4471755678078728e-11	4.5254374734501956e-11	1.1685081967076185e-29	1.1446527464180983e-30	7.372793166819447e-27	1.262295989990342e-24	0.910781261500742	0.9941931366159242	0.0015823842353380041	0.9999990931986494
She came up to eye level with a giraffe	She came up to eye level with a toddler	She was tall	She was short	3.8602910813224385e-22	1.6680124844910073e-19	3.1246249743662897e-12	1.131224503545309e-11	5.716821847202619e-28	2.615736122005726e-27	2.0225512017332152e-25	6.86238213856557e-25	0.1793558703964009	0.7723616909358602	0.0028185731770848264	0.9962027711068694
The restaurant's plat du jour was the ambrosia of the gods	The restaurant's plat du jour was hot garbage	The food was delicious	The food was disgusting	3.8705125391504357e-28	1.307611185844013e-26	5.487097586211351e-09	2.0190350065107844e-11	3.6170186884919397e-34	8.213083215164408e-37	2.2799723219547076e-34	6.0352764268356e-32	0.9977344667231313	0.9962364746406598	0.6133668309964035	0.9999863917228169
The car was as useful as a pool with no water	The car was as useful as silverware during dinner	the car was useless	the car was helpful	2.185231442410028e-25	2.3263507480701005e-27	1.136845407037333e-16	2.383206514960178e-14	1.2758036544058416e-37	1.0162484454438613e-36	5.284320564286203e-40	4.1065923807084616e-38	0.1115379890999029	0.9872955826467753	0.9958751306174665	0.038839842719793696
My dog eats like a mayfly	My dog eats like a tarrare	My dog is never eating	My dog never ceases eating	5.336667999685185e-17	3.2799596196948515e-24	4.848814931844304e-17	3.275552503991527e-20	1.0596928154069258e-31	4.593082585955743e-30	4.90917622804903e-38	1.7847344855918644e-37	0.0225512049087364	0.7842738698971161	0.9999995367361294	3.885700687593996e-08
That film as disastrous as the launch of the Xbox One in 2013	That film as disastrous as the Abraham Lincoln presidency	It isn't very good	It's quite successful	8.2616715710231e-35	3.0045121169263e-33	1.4647481945095738e-15	2.8367535029649563e-14	8.398456464448389e-45	3.1347801471673194e-45	8.936125660681936e-44	3.762175756441827e-44	0.7281959737121736	0.2962739371872605	0.08590917670069097	0.9230852196192265
The concept was as confusing as a scrambled egg	The concept was as confusing as a kiddie puzzle	The concept was hard to understand.	The concept was easy to understand.	7.625453886168334e-27	1.8731394231582127e-32	1.1265979402448223e-21	4.0945092023613947e-19	2.3438733830718026e-41	4.609925577396643e-41	5.473945951701986e-47	1.8214340248743253e-46	0.337063725367451	0.7689176031823232	0.9999976645781264	3.951098119979598e-06
The burrito has the heat of a volcano	The burrito has the heat of an iceberg	The burrito is hot	The burrito is cold	6.812411580062273e-24	7.125825145184955e-31	1.1863249932886574e-15	4.178058633340373e-17	3.46869247419205e-31	4.5238506720407106e-33	2.9306747577636855e-39	3.898677540310063e-38	0.987125954674084	0.9300846128159802	0.9999999915510678	8.617976640328433e-06
Time moved like a snail.	Time moved like a cheetah.	Time was slow.	Time was fast.	5.592920852501109e-20	1.717096725430097e-21	4.583626214088487e-17	7.536936675910056e-18	5.074911190640441e-31	7.674606851541129e-32	2.5182011422630944e-32	1.0357488681667065e-32	0.868638850543943	0.2914359698721387	0.9527252080471499	0.11891005390551923
The man has the patience of a monk.	The man has the patience of a cat in a bath.	The man is very patient.	The man is very impatient.	2.1418957035964416e-24	2.6933382182178167e-27	1.332612990360478e-19	1.0895531033857518e-19	6.690403442599612e-35	9.540436010762056e-37	5.07711990962461e-38	2.7201468703515833e-39	0.9859406038482907	0.050852092449686366	0.9992417094094703	0.0028430705868503756
The art is as colorful as a rainbow	The art is as colorful as a cloudy sky	the art is vibrant	the art is dull	1.0973668757404697e-17	5.516422706631847e-22	1.0320455866266596e-13	3.9583087520822756e-14	8.450503012043769e-26	1.5077727928788658e-29	2.67869214209457e-30	6.7873971971603515e-34	0.999821607800645	0.0002533205553299285	0.9999683023930038	4.5014021351048973e-05
The man's head was as handsome as a work of art	The man's head was as handsome as a trash can	The man's head was attractive	The man's head was ugly	1.5297888139738755e-21	1.1819097308911662e-26	4.925846566029025e-18	1.496988769726714e-19	2.2578618430679976e-31	4.432915116133284e-34	7.77255074682433e-37	1.54244948481029e-39	0.9980405227479325	0.0019805526301070464	0.999996557573257	3.479525498253645e-06
The building is as old as the universe itself	The building is as old as the baby that will be born tomorrow	It's very old	It's brand new	5.158128808443978e-18	7.349017235805841e-25	1.1195635726351039e-13	6.339569797420592e-12	1.8554088145964602e-26	1.4914275218519694e-24	9.389351295581836e-34	8.910514179703501e-32	0.012287625241998801	0.9895724942538572	0.9999999493947062	5.974486535075781e-08
That fan has the blowing power of the Greek god Aeolus	That fan has the blowing power of an unplugged hairdryer	It can blow a lot	It can hardly blow at all	5.191676001269146e-30	5.327104345549742e-26	1.0742838494470965e-17	3.7025763039173504e-22	4.483562040677516e-41	3.0806680615026936e-42	5.794513150332107e-39	3.7167114060371805e-38	0.9357072895255192	0.8651235177403056	0.007678188470510194	0.9999171199375195
The sandwich meat was as moist as a towelette	The sandwich meat was as moist as sandpaper	The sandwich meat was moist.	The sandwich meat was dry.	7.784764260500944e-25	2.0360196504109943e-26	9.545527683864989e-23	7.968018871115986e-22	1.7121418839523257e-40	5.165747979085137e-41	5.986040822034926e-42	5.2816952883524775e-42	0.76821872330708	0.4687450288690586	0.9662187749503679	0.09276030572985126
She was as big as a lady bug.	She was as big as a elephant.	She was small.	She was big.	3.372254485276278e-27	2.2106405478787446e-21	5.389761505437504e-16	1.4845030277560122e-16	6.565656228047066e-35	6.139125186603462e-37	6.271940264150035e-31	1.4664142333322408e-30	0.9907362589370131	0.7004243637772412	0.00010467205857840602	0.9999995813514029
The future had the brightness of a mud puddle	The future had the brightness of diamond	The future is dull	The future is bright	6.841031559984871e-24	4.714090131360794e-23	2.0464340334775427e-15	1.5635794943446918e-11	4.376330223309449e-32	6.92472973166479e-33	1.807776652956878e-31	6.595542132348207e-31	0.86338531082684	0.7848734887794399	0.19490119203964323	0.9896099797229259
The girl's happiness exploded like a bottle of champagne	The girl's happiness exploded like a lullaby	The girl's happiness was effusive.	The girl's happiness didn't really explode at all.	1.430460054908669e-26	3.683820879522191e-24	2.4171255285472132e-24	3.504878934812699e-34	8.972538108173581e-44	2.5142727144523207e-49	5.124335703104675e-41	7.65029145265917e-46	0.9999971978211308	1.4929110198576605e-05	0.001747905577954079	0.9996714573968453
The problem was as big as a Tootsie Roll	The problem was as big as Antarctica	The problem was small.	The problem was large.	1.0442156587260419e-23	1.0381568124021252e-19	1.1483034246451705e-17	2.0703640335500918e-18	4.713319318252341e-37	1.5533682090732146e-38	7.163866355816086e-33	1.4883743329445572e-33	0.9680945179804518	0.17202183647964997	6.5788625881117e-05	0.999989563431975
The girl's temper was a lit match	The girl's temper was a low tide	The girl was easily provoked.	The girl's temper was even.	1.4513338916435874e-21	2.43602194788785e-21	2.2460944493609817e-22	7.084497035588352e-22	8.143113002784443e-36	9.138380747128478e-36	4.989077235192373e-36	3.4713063372052833e-35	0.4712042327258588	0.8743373239103909	0.6200879560239294	0.7916059338367102
The book I just finished reading is a compass of my life.	The book I just finished reading is my new bug smasher.	The book contains a lot of timeless wisdom and helpful knowledge.	The book's content is so trashy and useless that one can't bear reading it again.	2.894885479378894e-24	4.789985082409835e-32	3.9790475232123466e-30	5.253197113087095e-44	1.364623744082471e-45	3.6602050258924406e-61	2.34266901364064e-54	7.407225103737408e-69	0.9999999999999998	3.1618743666336965e-15	0.9999999982832858	2.0237185899251553e-08
The snake has the skin of a desert dweller who has never touched a bottle of lotion	The snake has the skin of a slimy, aquatic eel	The snake has dry and scaly skin	The snake's skin is not dry and scaly	1.1817275923997195e-44	7.001737549278472e-32	8.397817909169968e-22	4.682171267717677e-23	3.6294091455517457e-53	5.341266726291564e-56	7.260925618670409e-42	1.834013707828283e-44	0.99853049972613	0.0025195037100821578	4.998548857463997e-12	0.9999999999970877
