x_1	x_2	y_1	y_2	P(x_1)	P(x_2)	P(y_1)	P(y_2)	P(x_1, y_1)	P(x_1, y_2)	P(x_2, y_1)	P(x_2, y_2)	P(y_1|x_1)	P(y_2|x_2)	P(x_1|y_1)	P(x_2|y_2)
The woman was as tall as a tree	The woman was as tall as a footstool	The woman was tall	The woman was short	6.37807115685081e-14	1.6855723003024143e-17	2.5528044346845623e-12	2.472291025520439e-12	1.6031209253124757e-19	2.869066924634706e-20	3.118593967254028e-23	1.9750226774933326e-23	0.848199735408585	0.38774466459505064	0.9998055051638588	0.0006879114668952508
Tom had the joy of a robot.	Tom had the joy of a dog.	Tom is not very joyful.	Tom is very joyful.	1.555788544237587e-22	6.7503885299905265e-21	3.3774306966851796e-19	1.7651443461643914e-17	6.63090419524503e-33	1.3343852615000905e-31	6.0102077414855196e-33	4.806039207982741e-31	0.04734012395781619	0.9876489247044242	0.5245507063328815	0.7826884333270729
The movie has a depth of A canyon.	The movie has a depth of A pothole.	The movie is deeply philosophical.	The movie has little substance.	5.894183150459752e-26	3.0995639461405433e-27	2.1418063758430835e-16	4.037004584065951e-17	1.3797747502733154e-34	2.2490718555513313e-35	2.3607762201649707e-36	1.15646940606985e-35	0.8598431374258474	0.8304706288153748	0.9831779561225857	0.33958461143980434
The movie has a depth of A valley.	The movie has a depth of A flatland.	The movie is expansive in it's meaning.	The movie lacks depth.	2.15769752504124e-25	3.214399888678379e-30	3.3836412724640897e-22	1.6159318729864533e-15	9.686337057850189e-40	2.9311085630577478e-33	3.8755338567223293e-44	8.747747843407608e-38	3.3046656745920034e-07	0.9999995569680095	0.9999599912869184	2.984361237676702e-05
She was as delicate as An elephant	She was as delicate as A snowflake	She was a lumbering clod	She was fragile	3.0193620544323477e-22	6.787290195995139e-20	5.395706711123861e-16	1.211289333072343e-10	2.4196803662793442e-32	2.7698487604121365e-27	5.23981988032661e-32	2.5474870874920346e-24	8.735708834500268e-06	0.9999999794314177	0.3159057756217898	0.9989138942351109
Her dinner tasted like An old shoe	Her dinner tasted like Manna from heaven	The food was disgusting	The food was gloriously delicious	2.402417496128692e-24	2.8948567690486747e-21	2.41309243059851e-11	1.4976587698564206e-13	8.39477297550143e-30	3.725804077112643e-34	2.639912017487853e-29	1.4742843017495254e-29	0.9999556195416469	0.3583407760237372	0.24127144781467944	0.9999747286875623
The boy's lemonade stand was as successful as a Fortune 500 company	The boy's lemonade stand was as successful as the 1962 New York Mets	The boy's lemonade stand was a wild success.	The boy's lemonade stand did terribly.	9.46662029620631e-23	1.0060710026254169e-25	1.9488315085250762e-20	5.680186088929116e-23	1.6633739785804682e-34	1.1562035649361218e-37	7.841370662797045e-38	1.916711787630579e-39	0.9993053874436534	0.023860348613076978	0.999528808555565	0.01630729620585967
He is as famous as a movie star	He is as famous as a roach in a dumpster	people know him	no one knows him	3.2639438062782284e-14	2.1889674941395636e-19	8.002354549602456e-13	2.134665445256783e-12	1.6682653247470789e-21	8.432708104407846e-23	2.6293518230294825e-27	1.2335188093252437e-27	0.9518843738193585	0.3193269790071422	0.9999984239031766	1.462757575221485e-05
She is as fancy as a prom queen	She is as fancy as dish water	she is elegant	she is dirty	7.504260176994542e-18	1.894681589693145e-20	1.069810586588478e-12	5.070323204661209e-13	3.817801094229632e-25	3.507392518738324e-27	4.903901797186276e-29	3.97768570792922e-28	0.990896687535769	0.8902457809469332	0.9998715681655733	0.10185714793155128
Her face glowed like the sun	Her face glowed like the reflection of a dusty mirror	Her face was luminous	her face was dull	8.047891883106526e-13	2.1900594213739307e-21	1.2925742738375972e-11	1.5033267845776517e-15	4.452472548909459e-19	5.529120905537954e-24	1.7444435868164856e-28	5.050692663761586e-31	0.9999875820632591	0.0028869443718684716	0.9999999996082078	9.134711084607759e-08
He was the size of an ape.	He was the size of an ant.	He was huge.	He was small.	5.29693307180548e-18	7.665390376419965e-17	1.0346872375957845e-12	6.724239708255388e-13	6.611211922190186e-23	2.6863238785091875e-24	4.1208569642727784e-23	3.63263835587751e-22	0.9609537111967998	0.8981177229649422	0.6160239924036758	0.9926593176447109
The song had the creativity of an ameba.	The song had the creativity of all the paintings in the Louvre.	The song was too simplistic.	The song was very complex and beautiful.	5.5551461199901e-24	4.578482632262905e-27	4.8531611502514634e-18	3.0761007906942753e-19	2.6921795268682134e-33	1.1670028261592039e-36	2.7030821052653573e-37	1.0372526808510698e-37	0.999566708994445	0.2773154651025356	0.9998996051079561	0.0816266426743255
That movie was as long as a 25-year-old tapeworm	That movie was as long as Howie Mandel's hair	It's extremely long	It's as short as can be	4.2558816609853925e-25	9.752980026469119e-22	7.086479174862563e-12	1.257309855869587e-13	1.034587905208233e-32	5.470490478556876e-36	7.057928937133076e-29	2.836586849468223e-32	0.999471519104242	0.0004017392788124025	0.00014656371314832964	0.9998071825062109
The playground is as safe as Dracula's fangs.	The playground is as safe as an insurance policy.	The playground is dangerous.	The playground is secure.	5.279905115849783e-26	4.370830111655811e-22	6.6257309016544286e-15	3.649455727197058e-16	2.8526780024857253e-33	4.1407358288337225e-34	2.709378722076926e-30	2.857725230355949e-30	0.8732460757843061	0.513323490053944	0.0010517826769508682	0.9998551247721505
The manager added kindling to our spark.	The manager added water to our spark.	The manager motivated his employees.	The manager demotivated his employees.	7.343268719425538e-26	1.3073667897860586e-26	3.8613848768791645e-20	6.699674315207945e-20	5.4580851643189844e-37	7.997064990900319e-38	4.3069894174389453e-38	3.0255735300574105e-39	0.8722062762545884	0.06563711533326153	0.9268611424724397	0.03645435183299535
The student was as gifted as an entrepreneur	The student was as gifted as a blind otter	he has talant	he was talentless	5.681575913264146e-22	1.0923005597221763e-25	2.0496439894161156e-16	4.280213478008882e-14	1.9817510216851345e-34	1.2583299493715028e-31	7.962936300269669e-39	4.7044862977169684e-35	0.0015724292816347528	0.9998307660348623	0.9999598202989944	0.0003737277415217504
The woman was as glamourous as a movie star	The woman was as glamourous as an old shoe	she was fancy	she was unkempt	4.570092911598983e-18	1.6349134388841295e-20	7.943786960159936e-14	2.7934662852979908e-14	5.1087551014556925e-28	9.841669995667654e-29	6.892321482881312e-31	1.1028745155898406e-29	0.8384737268507648	0.9411816450573013	0.9986526981019106	0.10076933895745321
His height was comparable to a redwood tree	His height was comparable to a mouse	He was tall	He was short	4.833447563009848e-18	3.121779890731123e-18	4.998413479666168e-09	1.3815329820301057e-09	1.1692932801183061e-21	7.616860087912002e-24	7.284327658943598e-23	7.268093791328267e-22	0.9935280869560887	0.9089063531920089	0.9413564666492824	0.9896288290353108
She came up to eye level with a giraffe	She came up to eye level with a toddler	She was tall	She was short	9.75098110424295e-20	8.690718362980299e-20	2.195610438247877e-09	6.822745910366044e-10	3.500687709657625e-24	1.0430804854043427e-24	5.404934390899454e-24	3.701160386114791e-24	0.7704371260536724	0.4064487002109094	0.39308738571319396	0.780137536509536
The restaurant's plat du jour was the ambrosia of the gods	The restaurant's plat du jour was hot garbage	The food was delicious	The food was disgusting	8.047467192235449e-23	2.935164217875711e-22	2.0050373470293276e-09	2.41309243059851e-11	5.761659436662175e-28	2.0810011822028406e-30	3.5346703103175464e-28	2.0590207892300107e-27	0.9964011894905068	0.8534844287862966	0.6197778686297221	0.9989903452649048
The car was as useful as a pool with no water	The car was as useful as silverware during dinner	the car was useless	the car was helpful	4.826551704140119e-20	2.2472331617284436e-23	6.760694957424952e-14	1.1706452967845628e-14	1.0426333370133456e-27	1.0523255207816578e-30	1.1550609123740198e-31	4.9553796243792955e-33	0.9989917217812242	0.041136635547686026	0.9998892292309877	0.004686909242828691
My dog eats like a mayfly	My dog eats like a tarrare	My dog is never eating	My dog never ceases eating	2.0301502171390273e-17	1.2616528335844053e-21	2.493894558443441e-14	2.910773580049487e-18	2.227045812200288e-27	1.3721366384663045e-28	2.664503116811305e-32	7.885008285598754e-32	0.9419633651734141	0.7474287656390803	0.9999880358489992	0.0005743217936593762
That film as disastrous as the launch of the Xbox One in 2013	That film as disastrous as the Abraham Lincoln presidency	It isn't very good	It's quite successful	3.443202938950717e-27	1.2485311988052605e-26	3.033521542497804e-11	2.191264462904275e-12	1.6209347257132139e-35	2.203298127399525e-37	1.1919838166030235e-34	1.4276180819726178e-36	0.9865895226179472	0.011835077719752073	0.11970769605785106	0.866300498063756
The concept was as confusing as a scrambled egg	The concept was as confusing as a kiddie puzzle	The concept was hard to understand.	The concept was easy to understand.	6.828218037840995e-20	6.760796388794716e-22	3.1638032008753188e-16	1.6567985123868384e-14	3.646714198204698e-31	3.7378960235473254e-31	3.9130955429043014e-33	4.711567207920315e-33	0.4938262262594413	0.5462900224672362	0.9893834510680772	0.012447959443201708
The burrito has the heat of a volcano	The burrito has the heat of an iceberg	The burrito is hot	The burrito is cold	8.529784467053563e-19	2.9381440683969864e-22	1.5408005072447268e-12	1.3515517542625193e-13	1.1323098825250935e-23	2.826249584389165e-25	8.869227329254185e-28	1.3123077872282066e-27	0.9756477955441172	0.5967122478531885	0.9999216775124357	0.004621822998686638
Time moved like a snail.	Time moved like a cheetah.	Time was slow.	Time was fast.	5.744992759523322e-16	5.905302488346837e-18	3.144548891539553e-14	4.623937853630403e-14	1.7123339207695033e-22	1.4819911900527085e-23	1.4843546639248172e-25	1.1674284948753608e-24	0.9203458816172322	0.8871954314719105	0.9991338902815997	0.073022057828398
The man has the patience of a monk.	The man has the patience of a cat in a bath.	The man is very patient.	The man is very impatient.	6.7391808481577615e-18	7.352870159076515e-22	1.0060953112165722e-15	2.0950027107340484e-16	1.1106874995150243e-25	9.782610084031824e-28	1.5486715615722833e-29	6.42493822607379e-31	0.9912691913865223	0.03983417941616695	0.9998605858393561	0.00065634030437781
The art is as colorful as a rainbow	The art is as colorful as a cloudy sky	the art is vibrant	the art is dull	1.2004234927547347e-15	5.301961409514893e-20	4.755017061320044e-15	3.2742490962742207e-15	2.5931476911488107e-24	5.643500918258733e-27	1.0293228496538536e-28	1.1599406382198455e-30	0.9978284130962557	0.011143393577124853	0.9999603076216255	0.00020549341532035185
The man's head was as handsome as a work of art	The man's head was as handsome as a trash can	The man's head was attractive	The man's head was ugly	3.2127506758074193e-19	1.843994980883982e-23	2.7258592747274933e-17	7.941158089632534e-16	8.831587676973767e-27	8.426806222179529e-27	1.4709908519380882e-31	1.5052146931553727e-30	0.5117270893560407	0.9109738797065684	0.9999833442592057	0.00017859030298409106
The building is as old as the universe itself	The building is as old as the baby that will be born tomorrow	It's very old	It's brand new	2.7917710382615906e-15	1.1092839846219742e-21	5.0869410863441926e-11	3.899610659653034e-10	1.9010298745490878e-21	9.88365478443789e-22	7.368459443642875e-28	5.338083720302218e-28	0.6579334574550257	0.42010511052676147	0.9999996123965916	5.400917933366084e-07
That fan has the blowing power of the Greek god Aeolus	That fan has the blowing power of an unplugged hairdryer	It can blow a lot	It can hardly blow at all	4.779447462209923e-27	3.47800264317575e-26	1.0717277892631412e-13	7.228048645626102e-17	2.4771723051966154e-34	1.0875955733193873e-37	4.962925248074395e-34	2.2834266454717596e-35	0.9995611454742978	0.04398591411396908	0.3329489012019118	0.9952595809604706
The sandwich meat was as moist as a towelette	The sandwich meat was as moist as sandpaper	The sandwich meat was moist.	The sandwich meat was dry.	2.133970676293094e-22	7.297876464886518e-22	2.6877042338649634e-19	1.5379360355148373e-18	2.9585536432312714e-32	6.674605376836752e-33	2.522142755607032e-32	3.1399831121522686e-32	0.8159244546817366	0.5545590446923195	0.5398134521478641	0.8246958854630889
She was as big as a lady bug.	She was as big as a elephant.	She was small.	She was big.	4.560355636204878e-19	1.8908576983005682e-17	8.970899952424252e-13	6.38059309805769e-13	6.063936996002941e-25	9.381446129763913e-25	1.4836372276903094e-23	1.3069356345744957e-22	0.3926051524022568	0.8980527806733517	0.039267168881723616	0.9928729587518953
The future had the brightness of a mud puddle	The future had the brightness of diamond	The future is dull	The future is bright	9.111712232612514e-22	7.45796378799664e-20	4.825708523912917e-11	2.9584204848151147e-08	7.836054044610899e-29	7.261642133921459e-28	7.096731985729606e-27	4.1399808723638435e-25	0.09739978797701845	0.9831469501362203	0.010921188843243354	0.9982490432839322
The girl's happiness exploded like a bottle of champagne	The girl's happiness exploded like a lullaby	The girl's happiness was effusive.	The girl's happiness didn't really explode at all.	1.641175405581316e-19	7.539390498159512e-23	1.2277296147644017e-21	1.4173911274387378e-26	1.4786293797483439e-33	9.17852764575448e-35	3.876052322368499e-36	1.891307358143997e-37	0.9415534769146274	0.04652453114840529	0.9973854717571223	0.0020563409059738465
The problem was as big as a Tootsie Roll	The problem was as big as Antarctica	The problem was small.	The problem was large.	5.226260064700443e-19	1.135337807065957e-15	5.903149308702692e-15	8.875411999182515e-15	1.490729790798579e-29	1.876459762029701e-30	4.1867187511870674e-26	5.553845129528477e-27	0.8881978756531959	0.11711776020414834	0.0003559348684847832	0.9996622473369352
The girl's temper was a lit match	The girl's temper was a low tide	The girl was easily provoked.	The girl's temper was even.	1.8877351047930544e-19	2.339484412603238e-21	2.3241881975840635e-18	2.180257744721862e-20	7.258193254102252e-32	1.2514694674069924e-32	1.7862093028969704e-33	4.038450372870227e-33	0.8529354795409523	0.6933367093826475	0.9759815257096811	0.24396876614192023
The book I just finished reading is a compass of my life.	The book I just finished reading is my new bug smasher.	The book contains a lot of timeless wisdom and helpful knowledge.	The book's content is so trashy and useless that one can't bear reading it again.	6.245845673385456e-23	9.540952833783331e-28	7.150329959548714e-24	3.616963497587811e-34	6.835468295654397e-41	2.2676271326823582e-51	6.9795539971212284e-46	7.707850614787532e-54	0.9999999999668256	1.104347144938669e-08	0.9999897893129933	0.0033875674005672024
The snake has the skin of a desert dweller who has never touched a bottle of lotion	The snake has the skin of a slimy, aquatic eel	The snake has dry and scaly skin	The snake's skin is not dry and scaly	8.325786853547955e-31	6.070232188191183e-25	8.664452768720157e-16	4.0610515892776255e-18	1.846289578334252e-38	1.134293075318209e-40	9.544782434557922e-34	5.850273349881201e-35	0.993893877988411	0.0577530425839712	1.9343069138409334e-05	0.9999980611318341
The reporter was as tall as a basektball center	The reporter was as tall as a midget	the reporter was tall	the reporter was short	5.203639907314637e-27	1.1810948540039861e-17	1.4896254707234935e-16	9.350405538333368e-16	1.1004720577233377e-34	1.6791648439771586e-35	3.533352750588016e-26	6.683903642301557e-26	0.8676143162591814	0.6541779304817134	3.11452643417148e-09	0.9999999997487748
