x_1	x_2	y_1	y_2	P(x_1)	P(x_2)	P(y_1)	P(y_2)	P(x_1, y_1)	P(x_1, y_2)	P(x_2, y_1)	P(x_2, y_2)	P(y_1|x_1)	P(y_2|x_2)	P(x_1|y_1)	P(x_2|y_2)
The toy had the enjoyment of an execution	The toy had the enjoyment of roller coaster	The toy was not fun	The toy was fun	1.3273541602050992e-23	7.153307338953081e-23	4.0528420802390046e-14	1.5768341851480449e-12	9.672018285868323e-31	1.3421360817365916e-29	6.119223351131989e-31	9.612367807288099e-29	0.06722018400211013	0.9936742798666434	0.6124925771008346	0.8774808886524494
The movie's message was as heartwarming as a cup of mint tea	The movie's message was as heartwarming as a Popsicle	The movie message was very heartwarming.	The movie's message wasn't heartwarming at all.	5.220565283492725e-25	7.759237501380517e-25	7.62158025099875e-21	4.374848021209907e-23	9.384963472486302e-38	1.312100884076058e-37	1.7978542587694554e-37	4.1123790785375e-37	0.41699880111211046	0.6958065517615144	0.34297372024790423	0.7581148989176324
The book was as classic as pancakes for breakfast	The book was as classic as a bride wearing purple	The book was very classic.	The book wasn't a classic.	5.007935269255206e-21	4.811355224066611e-25	1.1885796102121227e-17	1.734036912496907e-17	5.2995807301857475e-33	6.315891660396855e-34	8.327794340743275e-37	3.1417843310991448e-37	0.8935135602098287	0.2739232556826312	0.9998428840631843	0.0004971938127215284
The toy was as new as A quarter from this year.	The toy was as new as A quarter from the year you were born.	The toy was recent	The toy was dated.	2.180927640753861e-31	6.346619161406672e-32	2.1229196945493224e-15	8.824522392369473e-18	5.4688755102111016e-39	1.9633847440524188e-40	1.091459743444773e-39	1.1861469992699943e-40	0.9653431494488308	0.09802264693442278	0.8336274441406731	0.3766105872039055
The woman was as tall as a tree	The woman was as tall as a footstool	The woman was tall	The woman was short	1.5838445339353815e-13	4.747744071155548e-17	6.321433949735878e-12	2.7100495855322435e-12	3.244637812085724e-19	3.4257770596967107e-20	6.472219665401318e-23	4.229392241632921e-23	0.9045003835857122	0.3952107662260593	0.9998005654481044	0.0012330566431567012
Tom had the joy of a robot.	Tom had the joy of a dog.	Tom is not very joyful.	Tom is very joyful.	1.115108621795899e-22	5.048483889269397e-21	6.634822705521878e-19	1.8957327806237706e-17	2.745403681914495e-33	6.957964518079485e-32	6.735274355916621e-33	4.548878047693668e-31	0.03795923715345072	0.985409580542032	0.2895788329652589	0.8673327673864092
The movie has a depth of A canyon.	The movie has a depth of A pothole.	The movie is deeply philosophical.	The movie has little substance.	7.488615902052099e-26	2.296294034987417e-27	5.331275915760228e-17	3.1391327920480296e-17	1.8557835024195808e-34	9.974139264539756e-37	6.322800548211439e-37	5.7918479864699274e-36	0.9946541077781482	0.9015772956645376	0.9966044900131994	0.8530894905445732
The movie has a depth of A valley.	The movie has a depth of A flatland.	The movie is expansive in it's meaning.	The movie lacks depth.	1.1696790274177382e-25	6.388815564610191e-31	1.6811500191783229e-22	1.5728607819658159e-15	4.934066146853783e-40	7.141025679557177e-34	4.9026647889083834e-45	1.893074838616032e-38	6.909459451750287e-07	0.9999997410211462	0.9999900637406779	2.650914224051988e-05
She was as delicate as An elephant	She was as delicate as A snowflake	She was a lumbering clod	She was fragile	1.2614507111847822e-21	3.073203760604326e-19	2.6467055582079115e-16	1.5667267881639428e-10	3.402547543133582e-32	1.1057281130624303e-26	3.3575998681838764e-32	8.299180411527595e-24	3.0771914294733445e-06	0.9999999959542994	0.5033244596763125	0.998669438644289
Her dinner tasted like An old shoe	Her dinner tasted like Manna from heaven	The food was disgusting	The food was gloriously delicious	3.3786849569385225e-24	6.344814946805598e-21	2.1738895732796312e-11	2.3898444478293467e-13	1.0709834258702509e-29	4.075264706777316e-34	1.5405873529776046e-29	4.157761598195553e-29	0.9999619498346674	0.7296432060973673	0.41009167147395315	0.9999901985126687
The boy's lemonade stand was as successful as a Fortune 500 company	The boy's lemonade stand was as successful as the 1962 New York Mets	The boy's lemonade stand was a wild success.	The boy's lemonade stand did terribly.	1.5366779335798495e-22	2.99595052293957e-26	2.2042671539824243e-20	7.457639462316362e-23	7.209202397586064e-35	2.3439037845480147e-38	2.5387572658383943e-38	8.851935012509262e-40	0.9996749790285473	0.033692436337781816	0.9996479688869407	0.036391427487795495
He is as famous as a movie star	He is as famous as a roach in a dumpster	people know him	no one knows him	2.795166470877501e-14	9.617258171870491e-19	1.3628908594911438e-12	2.7695370847215345e-12	7.445960022275354e-22	3.0307501593030284e-23	4.76913920043109e-27	2.0355992507427986e-27	0.9608886765337841	0.29914437789914416	0.9999935950385981	6.716035410996666e-05
She is as fancy as a prom queen	She is as fancy as dish water	she is elegant	she is dirty	6.931654136613121e-18	1.0360594710192893e-20	1.5304816687505302e-12	7.548004403273629e-13	1.7220983067207202e-25	1.2373739206630936e-27	2.620267502226606e-29	9.701663918047109e-29	0.9928659909880444	0.7873492869863417	0.9998478676354009	0.07270483027985801
Her face glowed like the sun	Her face glowed like the reflection of a dusty mirror	Her face was luminous	her face was dull	1.4209390781403388e-12	2.9321553253909637e-21	1.1804746082316218e-11	2.787844040839882e-15	1.7462159238070196e-19	5.969195660734712e-25	7.661835460780954e-29	2.4094563410562334e-32	0.999996581651115	0.0003143762193289884	0.9999999995612321	4.0364839431353966e-08
He was the size of an ape.	He was the size of an ant.	He was huge.	He was small.	5.320545971880187e-18	1.2255942758152394e-16	1.1662249226773052e-12	6.267345869969665e-13	8.349579661879024e-23	2.2863855175809077e-24	6.487718546522025e-23	5.5452008218128195e-22	0.9733466151053821	0.8952575530212922	0.5627425926609331	0.9958937518685264
The song had the creativity of an ameba.	The song had the creativity of all the paintings in the Louvre.	The song was too simplistic.	The song was very complex and beautiful.	4.337456877933615e-24	2.718223746642223e-27	2.757442405714828e-18	7.742821456432159e-19	9.094849145251248e-34	1.5429520592380154e-36	7.679235844410026e-39	1.0012446126171316e-37	0.9983063612916442	0.928766488992947	0.9999915565713267	0.060937187046687956
That movie was as long as a 25-year-old tapeworm	That movie was as long as Howie Mandel's hair	It's extremely long	It's as short as can be	3.614979949875325e-25	4.395075755858083e-21	3.6145901807807666e-12	1.7078601082388297e-13	5.825870882777785e-33	4.467985135532299e-36	2.9983026977884724e-28	1.7929011954810457e-31	0.9992336663036652	0.0005976146880413578	1.9430185248888768e-05	0.9999750802007077
The playground is as safe as Dracula's fangs.	The playground is as safe as an insurance policy.	The playground is dangerous.	The playground is secure.	2.0061676138554825e-26	4.70834153331091e-22	5.82801368349754e-15	4.0584075053503753e-16	8.465374768242482e-34	2.2573675063196255e-34	1.995561755792042e-30	8.898159128041382e-30	0.7894785262465136	0.8168154134779138	0.00042403023453591753	0.9999746317164225
The manager added kindling to our spark.	The manager added water to our spark.	The manager motivated his employees.	The manager demotivated his employees.	1.9422213463769508e-25	2.0358876191160615e-26	2.4210536221153707e-19	7.859770455447302e-20	9.733949800382579e-37	6.820553910420461e-38	2.2044583110666334e-37	1.0937735394687659e-38	0.9345185242799634	0.04727101219880192	0.8153473821227047	0.13820170398485027
The student was as gifted as an entrepreneur	The student was as gifted as a blind otter	he has talant	he was talentless	1.8429129571901357e-22	1.6359511376126243e-25	3.186756727675804e-16	9.003018074272726e-14	3.0168437378407325e-35	3.0085721593272606e-33	1.050087118956474e-39	2.450918253934592e-35	0.009927941006584524	0.999957157194917	0.9999651937368788	0.008080621578141581
The woman was as glamourous as a movie star	The woman was as glamourous as an old shoe	she was fancy	she was unkempt	1.0346984199117348e-17	2.259304708870926e-20	1.1653260192992952e-13	2.6219272925459257e-14	3.1795002631736366e-28	7.37208257397688e-29	6.94521280150368e-31	7.911771708042523e-30	0.811778626485549	0.9193007626973434	0.9978203886261765	0.09691926945116026
His height was comparable to a redwood tree	His height was comparable to a mouse	He was tall	He was short	1.1108360863506494e-17	4.541313996835548e-18	6.617466036551307e-09	9.64726712410775e-10	1.7265813188640508e-21	1.0991943811488695e-23	7.301464889006373e-23	9.411606009922382e-22	0.9936739681441903	0.9280058856706104	0.9594271991055938	0.988455690349749
She came up to eye level with a giraffe	She came up to eye level with a toddler	She was tall	She was short	8.624637222902455e-19	1.551357962765107e-19	3.0203842610293864e-09	5.565335013426604e-10	5.081557059281876e-23	1.4704862901466155e-23	1.2830947700986626e-23	5.439870938821848e-24	0.7755682904212041	0.29773547896586594	0.7984029913190799	0.2700393552950549
The restaurant's plat du jour was the ambrosia of the gods	The restaurant's plat du jour was hot garbage	The food was delicious	The food was disgusting	3.843374881958329e-24	1.5540616668020544e-23	2.35975071169485e-09	2.1738895732796312e-11	1.4004858306167656e-29	1.307811723018956e-32	6.428251090197139e-30	5.684113715944732e-29	0.9990670440473419	0.8983987159029745	0.6854002508624178	0.9997699710185683
The car was as useful as a pool with no water	The car was as useful as silverware during dinner	the car was useless	the car was helpful	1.4164610841846025e-19	1.00796638464558e-22	9.561606774233127e-14	1.48224109157511e-14	2.0703545527261324e-27	9.218548491292025e-31	1.932474909722827e-31	1.9281809408065503e-32	0.9995549339307116	0.09072541702983192	0.9999066684232297	0.02048778913578146
My dog eats like a mayfly	My dog eats like a tarrare	My dog is never eating	My dog never ceases eating	1.0960281338354354e-17	2.0689308121726353e-22	3.321337223159421e-14	1.5502820564742828e-18	8.484118888616192e-28	2.4888385267556095e-29	2.7798644986294577e-33	8.589411611818941e-33	0.9715007701189904	0.7554932722519815	0.9999967234601178	0.000344998206509242
That film as disastrous as the launch of the Xbox One in 2013	That film as disastrous as the Abraham Lincoln presidency	It isn't very good	It's quite successful	9.11370062119057e-28	3.337954248049083e-27	4.017529199889681e-11	2.7140585300666854e-12	9.663105895348728e-36	1.1346626606426003e-37	8.143334593694157e-35	1.0056816614329295e-36	0.9883940644848817	0.012199096601823079	0.10607554631368768	0.8986137013021944
The concept was as confusing as a scrambled egg	The concept was as confusing as a kiddie puzzle	The concept was hard to understand.	The concept was easy to understand.	1.085061651404887e-18	3.3007879755977688e-21	3.5069171349137464e-16	1.6031922749719012e-14	2.3379838019035285e-30	2.4194797692647783e-30	1.2779842232006338e-32	1.3816828316023462e-32	0.49143493521893256	0.5194946597196155	0.994563535868913	0.005678234346672016
The burrito has the heat of a volcano	The burrito has the heat of an iceberg	The burrito is hot	The burrito is cold	1.4710222793169955e-19	6.078580295863482e-23	4.959306777875672e-13	4.045227282610225e-14	1.4855846614332133e-24	1.5738182681030658e-26	9.842721255575396e-29	1.302954255866821e-28	0.9895171230207211	0.5696656292742706	0.9999337495234967	0.008210959155077852
Time moved like a snail.	Time moved like a cheetah.	Time was slow.	Time was fast.	1.0102950928961742e-15	1.2232069168840104e-17	2.6134793589997436e-14	2.3683796074859847e-14	3.9179867902747367e-22	2.2667253847575552e-23	1.982826317374338e-25	1.8946054587044924e-24	0.9453097298242624	0.9052588465465609	0.9994941730392548	0.07713607651111634
The man has the patience of a monk.	The man has the patience of a cat in a bath.	The man is very patient.	The man is very impatient.	1.0069966088783834e-17	4.315444858326274e-22	1.8386992225148817e-15	3.363601193166361e-16	8.849837199845898e-26	9.984044369610365e-28	3.8706267207723436e-30	8.419201828383395e-32	0.9888442413601178	0.021288464488242637	0.9999562652131069	8.431945626651465e-05
The art is as colorful as a rainbow	The art is as colorful as a cloudy sky	the art is vibrant	the art is dull	3.773183231029772e-15	1.3085988797235686e-19	1.1611719853880615e-14	7.168688658077318e-15	4.5006855600798e-24	2.2910180264703987e-27	1.9311440210028017e-28	2.5916550738949267e-31	0.9994912214206021	0.0013402323316251085	0.9999570940662775	0.00011310962649865413
The man's head was as handsome as a work of art	The man's head was as handsome as a trash can	The man's head was attractive	The man's head was ugly	1.0521071676921564e-18	3.058134906193915e-23	1.2606746067232414e-16	2.8862097900583726e-15	2.921461604052616e-27	3.4021910555591564e-28	3.1958123845616233e-32	5.4544801742174526e-31	0.895692087654788	0.9446522619668183	0.9999890610322544	0.0016006594926087495
The building is as old as the universe itself	The building is as old as the baby that will be born tomorrow	It's very old	It's brand new	9.853911637998535e-15	2.8339528729230608e-21	9.91838246302746e-11	3.9083078308883147e-10	6.940983912244307e-21	7.104906993228748e-21	3.3359302696139935e-27	3.9002910281288274e-27	0.49416473180349957	0.5389955430668542	0.9999995193867746	5.489570645687044e-07
That fan has the blowing power of the Greek god Aeolus	That fan has the blowing power of an unplugged hairdryer	It can blow a lot	It can hardly blow at all	1.159903176193001e-26	8.401998460155997e-26	4.867113075986558e-14	3.088320161394986e-17	8.192912436765775e-34	1.052944171513519e-37	2.2865669358111104e-33	1.8467925206127245e-35	0.9998714976055473	0.00801199388280711	0.26378900655783316	0.9943308473551143
The sandwich meat was as moist as a towelette	The sandwich meat was as moist as sandpaper	The sandwich meat was moist.	The sandwich meat was dry.	1.0429900329570766e-22	2.88591326508099e-22	3.217214838769858e-19	1.4087184009108e-18	8.664576137278299e-33	1.374244181767894e-33	4.1101917827836504e-33	4.398537587040409e-33	0.8631070047981032	0.5169441165492564	0.6782570291293621	0.7619442000746922
She was as big as a lady bug.	She was as big as a elephant.	She was small.	She was big.	6.065574975503657e-19	3.562317886284855e-17	8.715001049327122e-13	6.813983139937241e-13	7.309622906283892e-25	7.623803763097592e-25	1.9119514771094175e-23	1.5009033268473357e-22	0.48948061741723764	0.8870070799154564	0.036823411767664516	0.9949461938016239
The future had the brightness of a mud puddle	The future had the brightness of diamond	The future is dull	The future is bright	1.2393334137540492e-21	8.126391129195301e-20	4.43008470308256e-11	2.6001967917075994e-08	4.4153240206248405e-29	2.076926961173357e-28	6.332460582549659e-28	3.162147768682339e-25	0.17531845401514895	0.9980014202001131	0.06518052248732359	0.9993436221631059
The girl's happiness exploded like a bottle of champagne	The girl's happiness exploded like a lullaby	The girl's happiness was effusive.	The girl's happiness didn't really explode at all.	7.960496483087143e-19	9.972992833680976e-23	7.854551209766617e-21	4.3349712637671226e-26	1.5239142509448512e-33	2.2579531420815913e-34	1.2883489366294845e-36	1.3137235933930693e-37	0.8709526891176287	0.09253390768479025	0.9991552932464647	0.0005814822557496225
The problem was as big as a Tootsie Roll	The problem was as big as Antarctica	The problem was small.	The problem was large.	5.05340232265575e-19	9.141960458141694e-16	3.608164908519704e-15	6.513857834264759e-15	4.516046840418818e-30	5.013070433648385e-31	1.0991675450618301e-26	9.233766810289895e-28	0.9000853726931465	0.07749665472100037	0.0004106919055986339	0.9994573882592324
The girl's temper was a lit match	The girl's temper was a low tide	The girl was easily provoked.	The girl's temper was even.	1.0578298297658603e-18	8.616505887921653e-21	1.9260627665589213e-18	2.7904330363841306e-20	1.6432138619367588e-31	4.144279784695403e-32	3.1034351375832884e-33	8.91611990932672e-33	0.7985908089875796	0.7418011627326321	0.9814637094254802	0.1770514599316365
The book I just finished reading is a compass of my life.	The book I just finished reading is my new bug smasher.	The book contains a lot of timeless wisdom and helpful knowledge.	The book's content is so trashy and useless that one can't bear reading it again.	2.0321585582768968e-23	1.021889366245746e-28	6.396568753175453e-24	2.427166041144581e-34	1.9402801689844599e-41	9.471243745157845e-53	9.19908240816007e-47	1.6293440005702066e-54	0.9999999999951187	1.77120271285526e-08	0.9999952589121192	0.016912122404332687
The snake has the skin of a desert dweller who has never touched a bottle of lotion	The snake has the skin of a slimy, aquatic eel	The snake has dry and scaly skin	The snake's skin is not dry and scaly	6.810561525003438e-33	1.750211929118601e-25	1.0609674818591075e-15	7.605182727455353e-18	1.0934803966618414e-40	1.943071583987146e-42	1.9309024052224556e-34	5.458548799030589e-35	0.9825406399292813	0.22039094552431956	5.663050470395972e-07	0.9999999644031484
