x_1	x_2	y_1	y_2	P(x_1)	P(x_2)	P(y_1)	P(y_2)	P(x_1, y_1)	P(x_1, y_2)	P(x_2, y_1)	P(x_2, y_2)	P(y_1|x_1)	P(y_2|x_2)	P(x_1|y_1)	P(x_2|y_2)
Plants are a lullaby	Plants are a loud drum	Plants are calming	Plants are disturbing	0.028478844944067834	0.024936909844388858	0.001236695346574107	0.0017993811117636067	0.003592502478865711	0.004233002401988384	4.4003120768692036e-05	0.0028866568378025067	0.4590761278106335	0.9849852519941805	0.9878996141864553	0.40544873575821444
The car was as ugly as a one eyed rat	The car was as ugly as a swan	it was hideous	it was beautiful	0.0010414018924707435	0.001468612061583148	0.002248130605739017	0.0027330317632095276	5.349419043278717e-05	0.0002512498991460061	0.00016868120253849865	0.0003394169552062084	0.17553807362342935	0.6680145362320873	0.24077459577038224	0.5746334887513667
The man was as handsome as a prince	The man was as handsome as a hobo	he was good looking	he was ugly	0.00017816285682120578	0.0012660227315634282	0.035860280096566576	0.02031319965360925	5.784101105861684e-05	0.00017133754496012662	5.606143023372519e-05	0.00043242841921281946	0.2523840452764101	0.8852352197343664	0.5078118642792044	0.7162186093168913
The conversation was sharp as a tack	The conversation was sharp as a rock	The conversation was sharp and witty.	The conversation was dull and not sharp.	7.142411503883562e-05	4.575600582477793e-05	6.4895815853296255e-06	2.5666793069631218e-05	5.368752921716912e-07	4.139937718785167e-08	5.626404754009831e-07	1.3680798001723103e-07	0.9284088005554475	0.19559408410649906	0.4882833952958347	0.7676898539031198
He ate it like a fat boy eats cake	He ate it like a young boy eats broccoli	The food was tasty to him	The food was unpalatable to him	0.1839006937404939	0.10895755513728819	0.0005487802334320488	0.0002802895169181628	0.0001376735850959261	6.97695771959971e-05	0.00043242841921281946	0.00032010067572811824	0.6636689470737326	0.4253665112486333	0.2414893897151909	0.8210441123099046
He picked it up like a mother holding a baby	He picked it up like a playboy holding a condom	He held it with pride and care	He held it with disgust and caution	0.018749981748116082	0.10643355609103067	0.014832456390014475	0.011065686665181956	0.0005175490524364356	0.000488095243523415	0.0025977099773754862	0.0017853782168585108	0.5146442479867636	0.4073334000459302	0.1661335534168026	0.785308580887758
He rushed through the math test like an ape	He rushed through the math test like a rocket scientist	He rushed because he is dumb	He rushed because he is smart	0.00537195971187627	0.001033297638647637	0.019573204802408307	0.0011348554420418653	0.0011800629434740885	0.0003999309103099356	0.0006466211394278742	0.0010495697087443705	0.7468781860434984	0.6187804337438501	0.6460137001902271	0.7240905557040317
The bear was as hungry as a lion	The bear was as hungry as a piece of paper	it was starving	it didn't need food	0.0005980267934003796	0.0055859542589981	0.004118824384116476	2.6842075855134967e-06	0.0003891434563261045	1.5812852487901434e-05	0.0003515618155546862	0.0006750112166301211	0.9609517072737737	0.6575384268506708	0.5253688222550323	0.9771101598876111
That conversation had the ease of doing your taxes blindfolded.	That conversation had the ease of a Sunday morning.	Having that conversation was difficult	Having that conversation was easy.	0.0020310167484747367	4.069623402073416e-05	0.0013635601394190483	0.00011062383342527846	6.439079260767404e-06	1.4615767766244206e-09	2.1861852958447234e-07	1.5870003323401286e-07	0.9997730661425039	0.42059959109501305	0.9671630439727547	0.9908743626108194
Their conversations were artillery bombardments.	Their conversations were a hug with words.	Their conversations were heated and antagonistic.	Their conversations were friendly.	2.994449948075156e-06	0.00014204381380948848	2.8736863582436966e-07	2.2555822665592687e-07	1.9596838338261625e-07	8.41079362995072e-09	1.3440409951135022e-08	4.520943228558346e-07	0.9588471107825552	0.9711290930537121	0.9358173563909803	0.981735721648143
The story was as disturbing as a nightmare	The story was as disturbing as a newborn puppy	The story was very disturbing.	The story failed to be disturbing, and in fact seemed cute.	0.0004479013727040852	0.0011392971406570386	0.00043242841921281946	0.00016868120253849865	7.496458761863513e-08	9.329493666178467e-08	3.1561270251643637e-07	3.1742003550693466e-08	0.44552953503957266	0.09138210306717134	0.1919327864472368	0.25386100696924885
Their expectations of the house they could afford turned into melted ice.	Their expectations of the house they could afford leapt past the second story.	Their expectations were not met.	Their expectations were exceeded.	3.70543427450251e-05	7.142411503883562e-05	1.9333621964368023e-06	0.0001523907670817597	1.770426806189822e-07	1.6893530600768682e-07	6.615601637697701e-08	1.245650833251615e-07	0.5117166047041654	0.6531269142203084	0.7279754489059774	0.4244119866699621
Those that heard the child sing were carried away on gentle waves.	Those that heard the child sing were tortured by the intruding notes.	Those that heard the singing were pleasantly entertained.	Those that heard the singing were unpleasantly inundated.	0.00032514152788788584	2.3924081791079507e-05	6.97695771959971e-05	6.303156029161826e-05	2.169172266897912e-07	1.5893910094516368e-10	4.084331841159672e-07	6.214782596823444e-08	0.9992678187383391	0.13206615786963918	0.34687308577969156	0.9974490875787133
She sings like an angel	She sings like a bullfrog	her voice is magical	her voice is awful	0.11689439308489846	0.2725850270983094	0.04604551109353302	0.0014801305287407067	0.03772833972810368	0.0001500281672245135	0.01754530739016211	0.003309568369698531	0.9960392124697902	0.1586951851359601	0.6825737344123242	0.9566342012360932
HIs opinions were as firm as concrete	HIs opinions were as firm as a cotton ball	He was very certain of his opinion	He was very uncertain of his opinion	0.03146169908571438	0.027334397861279582	0.00015846132511575126	0.0019304541362277093	0.002498193270938647	0.002853026266980875	0.001395896036271587	0.005330154789734964	0.4668455953331918	0.792464245010713	0.6415346628833171	0.6513548646660542
The pilot landed the plane like he was handling a new born baby.	The pilot landed the plane like it was on a roller coaster.	The landing was smooth and gentle	The landing was bumpy and rough	0.000434120896192375	5.433660135480337e-05	0.015066033590869148	0.00781615526045484	9.171037907429409e-05	0.00014541228578157306	6.962304723487946e-06	4.9862068229156115e-05	0.38676344637927973	0.8774767874818409	0.9294404038127071	0.25534365985620666
The man's personality is like a Beanie Baby	The man's personality is like a drill sergeant	The man has a soft personality.	The man has a hard personality.	0.007487418128682623	0.0013904539533680367	2.5467052501301794e-05	1.7503232146551536e-05	0.0002552065093401916	4.916297683866628e-08	3.1742003550693466e-08	0.0005195746821548384	0.9998073971230789	0.9999389114489835	0.9998756377487169	0.9999053873733871
The poster was as colorful as a rainbow	The poster was as colorful as a sidewalk	The poster has a lot of color.	The poster was dull and colorless.	0.00018096851357139753	0.0001867130708422013	0.0006750112166301211	1.1039150141665878e-05	2.948025304671021e-06	4.03554288614869e-09	6.439079260767404e-06	2.2862907487214133e-08	0.9986329743543436	0.003538086057088537	0.31405054499180746	0.8499711756575749
She is as eager as a beaver	She is as eager as a sloth	she is excited	she is bored	0.3183731202184704	0.289599075010556	0.001342420098900651	0.005206681887018447	0.00028470343455049295	0.00037570032136803805	0.0009262420170135229	0.001428998756819708	0.43110511107634375	0.6067314954360127	0.23510838921999308	0.7918210709425799
The motor on the boat is a Babbling drunk	The motor on the boat is a Roaring lion	It is barely running	It is running strong	0.010894129094889895	0.02055264522320352	0.05177035970274691	0.32087015154826404	0.0019154312229538169	0.008385510525424083	0.0010913798127924323	0.002196052716348071	0.18594719490142167	0.6680145362320873	0.6370307944803831	0.20753575498928697
The lawyer's opening argument was a Russian novel.	The lawyer's opening argument was an airport paperback.	The lawyer's opening argument was long.	The lawyer's opening argument was tawdry.	0.0001376735850959261	8.350325039323543e-05	5.326972955014612e-07	2.300756461052065e-05	6.34880011604368e-09	4.139937718785167e-08	3.8127508250269574e-10	3.711016186949364e-08	0.13296424019782924	0.9898303422461273	0.9433475746920261	0.47268347662043286
The house had the cleanliness of a museum	The house had the cleanliness of a paintball arena	The house was very clean.	The house was a mess.	0.00014428067839590176	0.0011617677632923549	4.198807116093317e-05	1.2508995906201127e-05	0.0001500281672245135	1.0087587866101831e-07	1.4593783508589488e-06	5.122899825843833e-07	0.9993280721932551	0.2598256379609837	0.9903663476405534	0.8354835371034369
The grapes had the freshness of a secondhand toy.	The grapes had the freshness of an early summer morning.	The grapes weren't fresh.	The grapes were very fresh.	4.2803430187853626e-07	3.3667505744223422e-06	1.3497043358253209e-06	1.3954793341600129e-05	3.933780528158328e-10	4.745045067647817e-10	5.376840478137499e-10	2.2252862476313956e-06	0.4532618480153861	0.9997584337017132	0.42250463481418826	0.9997868124387094
The toy had the enjoyment of an execution	The toy had the enjoyment of roller coaster	The toy was not fun	The toy was fun	0.001900525218918533	0.00014770219608298515	0.00020346836901064417	0.0003102522132940274	0.00015358598268134713	0.0008499674528310694	0.00038161674054486614	0.000305442198561012	0.1530421572448963	0.4445647690116762	0.28696786472895275	0.26435835826107534
The movie's message was as heartwarming as a cup of mint tea	The movie's message was as heartwarming as a Popsicle	The movie message was very heartwarming.	The movie's message wasn't heartwarming at all.	0.022484662362366632	0.010036142015201607	0.0005728745790143598	0.00020829348233192797	3.293714110306081e-09	3.0115974460573396e-07	7.082598335698262e-09	1.188608328558765e-07	0.010818448652863185	0.9437636542955163	0.31742626558767584	0.28298811828270554
The book was as classic as pancakes for breakfast	The book was as classic as a bride wearing purple	The book was very classic.	The book wasn't a classic.	6.922662603870115e-05	3.2700342699792625e-05	0.0015941633114562707	3.823057384639185e-05	2.2427393839837406e-06	9.680764127326769e-09	2.2206127048001835e-07	2.8453348089834e-08	0.9957020611205928	0.11357959169117389	0.9099070060380481	0.746138993030751
The toy was as new as A quarter from this year.	The toy was as new as A quarter from the year you were born.	The toy was recent	The toy was dated.	0.00011593278203827863	0.0015034391929775724	0.0006170102015986695	0.0006516926518801511	0.0001512048527237606	3.711016186949364e-08	1.532634216314601e-05	1.3652065610331087e-08	0.9997546305194573	0.0008899654984705884	0.90796713988899	0.2689414213699951
The woman was as tall as a tree	The woman was as tall as a footstool	The woman was tall	The woman was short	0.00011324720203489201	0.0003276916444969635	0.0004938487558008839	0.0001376735850959261	0.022572664842663043	6.45263106683143e-05	0.004054967930813666	0.0006937232168439065	0.9971495442949946	0.14608724704829565	0.8477157933899124	0.9149009549929797
Tom had the joy of a robot.	Tom had the joy of a dog.	Tom is not very joyful.	Tom is very joyful.	0.000330261761918494	0.00015722816930033686	1.3846196278250254e-05	5.10445131015907e-05	1.131795991427375e-08	1.0203450321865548e-09	4.6448813899558095e-09	5.780648287988534e-09	0.9173026573249612	0.5544704649604273	0.7090191337850933	0.8499711756575749
The movie has a depth of A canyon.	The movie has a depth of A pothole.	The movie is deeply philosophical.	The movie has little substance.	0.00025922542707870625	0.007144544289287505	0.00041748998582873153	1.3212132787024159e-05	6.276708073705662e-07	9.184853273417225e-08	3.326533410710676e-08	2.5813772077463207e-06	0.8723473746782093	0.9872772918000767	0.9496693674025231	0.965641310666991
The movie has a depth of A valley.	The movie has a depth of A flatland.	The movie is expansive in it's meaning.	The movie lacks depth.	0.0036633582412811897	0.0006291796373915728	0.0003584957510561482	0.00019114084371795175	2.8012219815316215e-08	1.499386079433412e-08	2.9818852775393173e-08	5.838247954001798e-08	0.6513548646660543	0.6619228758499942	0.48438008427698437	0.7956581000631543
She was as delicate as An elephant	She was as delicate as A snowflake	She was a lumbering clod	She was fragile	0.1799918422414108	0.13040511888591078	0.11418653738560916	0.03401820777204099	0.0014458433419717767	0.002103689649451823	0.0012759522709126529	0.0030016481735223206	0.40733340004593027	0.7017130778138413	0.5312093733737562	0.5879431053543277
Her dinner tasted like An old shoe	Her dinner tasted like Manna from heaven	The food was disgusting	The food was gloriously delicious	0.056636946030691915	0.0318947933621571	4.4348241522267954e-05	2.127851882503518e-05	0.0030489172542387077	3.763786373644493e-05	0.0014628864857633064	4.231738768455963e-05	0.9878058669624095	0.02811405712611284	0.6757646010190476	0.5292633933665886
The boy's lemonade stand was as successful as a Fortune 500 company	The boy's lemonade stand was as successful as the 1962 New York Mets	The boy's lemonade stand was a wild success.	The boy's lemonade stand did terribly.	1.7640511697703964e-05	0.002111923257942005	9.496356046384146e-07	5.244385894236057e-07	8.714346155389552e-07	9.625643585384267e-08	1.4255718877728817e-06	6.513036240960531e-08	0.9005297861178929	0.04369106064046811	0.3793783841197297	0.4035668537353746
He is as famous as a movie star	He is as famous as a roach in a dumpster	people know him	no one knows him	0.027227831143261643	0.08224547755352593	0.14533542423015017	0.08018350167880199	4.4348241522267954e-05	0.00020031388433428086	3.823057384639185e-05	0.0013850330871350402	0.18126320682863017	0.9731387971923422	0.5370413867561842	0.8736466603593867
She is as fancy as a prom queen	She is as fancy as dish water	she is elegant	she is dirty	0.27959474528122435	0.15637962254382412	0.11351943196213851	0.03290724278495173	0.01560511942956986	0.0007799739782929635	0.00036272158552696295	0.0027011909787190663	0.9523973431900807	0.8816149031928324	0.9772842436755208	0.7759445507683054
Her face glowed like the sun	Her face glowed like the reflection of a dusty mirror	Her face was luminous	her face was dull	0.039078317712849225	0.003427989812844494	0.015789067639311205	8.156889968128741e-05	0.004968250564174034	0.0011617677632923549	0.0003698756277686204	0.0002018849656009158	0.8104789086703225	0.35309352890368745	0.9307105874853785	0.14804719803168945
He was the size of an ape.	He was the size of an ant.	He was huge.	He was small.	3.88326177824266e-05	3.763786373644493e-05	0.00048240876169431345	0.0017102875751579636	1.5870003323401286e-07	7.307424140820798e-09	3.769456188421916e-08	2.9356554312963414e-08	0.9559813501370537	0.4378234991142019	0.8080672135527632	0.8006920020959544
The song had the creativity of an ameba.	The song had the creativity of all the paintings in the Louvre.	The song was too simplistic.	The song was very complex and beautiful.	0.0005339778229086999	4.037953341500923e-05	0.008064266661963712	1.8304705372159045e-06	9.931194312156244e-08	6.972792826235374e-09	2.4337438334891088e-08	3.2241867372567335e-08	0.9343951625409308	0.5698526514141571	0.8031737963569016	0.8221891305219504
That movie was as long as a 25-year-old tapeworm	That movie was as long as Howie Mandel's hair	It's extremely long	It's as short as can be	0.29158553812059984	0.04613553161443577	0.061239140085755525	0.17008033835553252	0.03164658611103602	0.0007589355109414391	0.005564176687185442	0.0007589355109414391	0.9765800557141248	0.12002562775436143	0.8504686206687655	0.5
The playground is as safe as Dracula's fangs.	The playground is as safe as an insurance policy.	The playground is dangerous.	The playground is secure.	0.000614604706789468	0.00037277659827150564	6.205434652598976e-05	0.0010414018924707435	1.9893561087465334e-11	2.1600704500895966e-09	6.625567462588725e-11	1.665667476591448e-10	0.00912563738918052	0.7154239957834733	0.2309197629292718	0.07159119944455247
The manager added kindling to our spark.	The manager added water to our spark.	The manager motivated his employees.	The manager demotivated his employees.	5.784101105861684e-05	8.88887473452297e-05	7.057092580964225e-07	1.436752786663464e-06	1.245650833251615e-07	4.2713534488134696e-08	1.9750538246287656e-07	2.45799419867083e-07	0.7446563401437933	0.5544704649604273	0.38676344637927973	0.8519528019683105
The student was as gifted as an entrepreneur	The student was as gifted as a blind otter	he has talant	he was talentless	0.0005574222646262701	0.010600278549019446	0.03558121318285013	0.00334858051435851	0.004418853525099015	0.0058084733797679105	0.00015479057247306478	0.11712292554997933	0.4320633892123067	0.9986801365375205	0.9661559646595074	0.9527502864985102
The woman was as glamourous as a movie star	The woman was as glamourous as an old shoe	she was fancy	she was unkempt	2.0785602467353605e-05	0.0005751167467213744	0.01842327210910723	0.0019762335368005445	0.00047123377476579323	1.3954793341600129e-05	7.783358781165646e-05	0.00010311275085006726	0.9712384127350021	0.5698526514141571	0.8582440095395808	0.8807970779778824
His height was comparable to a redwood tree	His height was comparable to a mouse	He was tall	He was short	0.06952870257335038	0.063678630095297	0.057192750679528316	0.014488862907810497	0.011239945874096815	0.004488440342699523	0.00019567361820152106	0.0031952378483354237	0.7146280437908933	0.9422946838534366	0.9828891107881559	0.4158474325569124
She came up to eye level with a giraffe	She came up to eye level with a toddler	She was tall	She was short	0.00603985665459491	0.0010828866277077577	0.07955950871822769	0.048444147140314996	0.002577494437949569	0.0008238167035070768	0.001189318291849483	0.000963139304332677	0.7577943712746407	0.44746029191980774	0.6842640244786129	0.5389832206876841
The restaurant's plat du jour was the ambrosia of the gods	The restaurant's plat du jour was hot garbage	The food was delicious	The food was disgusting	0.004740737806540044	9.762519034984247e-05	4.198807116093317e-05	4.4348241522267954e-05	1.2906074060656277e-05	0.0003598988637540498	1.5689795893558925e-05	1.3574333187024558e-07	0.03461883883917583	0.008577485413711984	0.45132650558700155	0.0003770285666951213
The car was as useful as a pool with no water	The car was as useful as silverware during dinner	the car was useless	the car was helpful	1.5088729251943012e-05	0.00040781884072341	8.579242740812793e-07	0.001074459537113779	0.0005175490524364356	3.113735273149479e-06	2.5467052501301794e-05	2.1737375472260443e-06	0.9940196700308719	0.07864238118410144	0.953100741820131	0.411110869232168
My dog eats like a mayfly	My dog eats like a tarrare	My dog is never eating	My dog never ceases eating	0.023981591830430575	0.04192491494570112	0.0002633076335626009	0.004649043636991176	0.00044965440911134296	0.0006645461377110401	0.0005466407420597946	0.0007129539328114074	0.40356685373537454	0.5660185351961015	0.45132650558700155	0.5175708866141864
That film as disastrous as the launch of the Xbox One in 2013	That film as disastrous as the Abraham Lincoln presidency	It isn't very good	It's quite successful	0.0185677676231198	0.02067342437843784	0.0075461426768912016	0.05510926103975853	0.026649097336355485	0.0022657629126126193	0.001457183231848157	0.0010414018924707435	0.9216401914758181	0.41679664316204695	0.9481545333502202	0.31489265091054125
The concept was as confusing as a scrambled egg	The concept was as confusing as a kiddie puzzle	The concept was hard to understand.	The concept was easy to understand.	0.028202084791332783	0.015912902831605506	0.005288675196078788	0.0009706932995199089	1.4739199215286483e-05	2.1068586738005736e-06	3.2887598813664843e-06	6.192402008072421e-06	0.8749346174830965	0.6531269142203083	0.8175744761936437	0.746138993030751
The burrito has the heat of a volcano	The burrito has the heat of an iceberg	The burrito is hot	The burrito is cold	3.2193370876801656e-05	0.00015479057247306478	0.002393122572732835	0.009173776458096411	0.00038611511792335253	2.207968932663697e-06	7.543890006559033e-05	4.133710645466825e-05	0.9943140930647721	0.35398629980977286	0.8365545588915281	0.9492946352021695
Time moved like a snail.	Time moved like a cheetah.	Time was slow.	Time was fast.	0.035860280096566576	0.018971000599706116	0.0051661631671143975	0.006479820303135973	0.00018096851357139753	2.127851882503518e-05	2.026146185504882e-06	0.0002937408916898234	0.8947894632969136	0.9931495199733551	0.9889278398167657	0.9324533088603709
The man has the patience of a monk.	The man has the patience of a cat in a bath.	The man is very patient.	The man is very impatient.	6.325936905264233e-07	2.5467052501301794e-05	1.9750538246287656e-07	1.490848842889644e-07	2.2911025187863403e-07	3.2241867372567335e-08	1.9362746373840963e-09	4.476339980789228e-08	0.8766343756272443	0.9585377272885904	0.9916195466489739	0.5813030906443134
The art is as colorful as a rainbow	The art is as colorful as a cloudy sky	the art is vibrant	the art is dull	0.00047123377476579323	0.000491923421964374	0.0006723795972929537	0.007694977004998869	0.0006122085901157691	8.315287191035679e-07	0.0018931157732772455	9.080557214484392e-06	0.9986435982025386	0.004773722390757114	0.24436300507078526	0.9161096135894201
The man's head was as handsome as a work of art	The man's head was as handsome as a trash can	The man's head was attractive	The man's head was ugly	0.00019567361820152106	0.0016837720239976347	6.605650802868481e-05	2.3924081791079507e-05	1.3631530902014922e-05	4.9370133234384036e-06	7.528046340110668e-06	2.2427393839837406e-06	0.734119526900183	0.22953521316645245	0.6442251064863695	0.31237000428514555
The building is as old as the universe itself	The building is as old as the baby that will be born tomorrow	It's very old	It's brand new	0.031216862200991714	0.018897039677585683	0.06980083022106136	0.018604068232532935	0.0013582441222301784	0.0002960447300568554	0.0029551119319765166	0.0025574362170995664	0.8210441123099046	0.4639299554287248	0.3148926509105412	0.8962513731336202
That fan has the blowing power of the Greek god Aeolus	That fan has the blowing power of an unplugged hairdryer	It can blow a lot	It can hardly blow at all	0.058093405450500506	0.17462452395631145	0.22976387565246192	0.10981211983360685	0.008320253964795856	0.0013011181744835318	0.0034956008536636734	0.004070838626565419	0.8647679192064821	0.5380124478894484	0.7041601384435928	0.7577943712746406
The sandwich meat was as moist as a towelette	The sandwich meat was as moist as sandpaper	The sandwich meat was moist.	The sandwich meat was dry.	0.08403158826957005	0.0317704473470111	2.8189457427731856e-05	6.554245220489287e-05	6.412060973312742e-08	1.4615767766244206e-09	1.0571701315726883e-07	4.38844929947149e-10	0.9777138144607745	0.004133968090452445	0.3775406687981454	0.23091976292927183
She was as big as a lady bug.	She was as big as a elephant.	She was small.	She was big.	0.002618084069242202	3.169425892340491e-05	0.0018931157732772455	0.0016772076189795154	7.77871250686634e-09	6.153468071516805e-09	5.871680252669901e-09	1.2607105177048523e-05	0.5583269943353745	0.999534473081248	0.5698526514141572	0.9995121428772178
The future had the brightness of a mud puddle	The future had the brightness of diamond	The future is dull	The future is bright	0.07681108986263648	0.018897039677585683	0.05900824347034317	0.09337853762829695	0.004796620123641297	1.3392008533535114e-06	0.00028248785484530033	0.00038611511792335253	0.9997208811574295	0.5774953651858118	0.9443823883953986	0.9965435903319345
The girl's happiness exploded like a bottle of champagne	The girl's happiness exploded like a lullaby	The girl's happiness was effusive.	The girl's happiness didn't really explode at all.	0.004350345551108769	0.0008735294185691895	1.1341779903372687e-07	8.73268653050998e-06	2.1568213874275043e-06	2.090462969524116e-06	1.3392008533535114e-06	2.443998818704923e-06	0.5078118642792044	0.6460137001902271	0.6169358313194448	0.5389832206876841
The problem was as big as a Tootsie Roll	The problem was as big as Antarctica	The problem was small.	The problem was large.	0.0026078771267600553	0.0643035380594256	3.1202884983619004e-05	0.00032010067572811824	7.168225618398512e-07	8.332787699231966e-06	1.285192035253118e-07	6.81533666810071e-05	0.07921032410902437	0.9981178140899235	0.8479677583778257	0.8910549527982959
The girl's temper was a lit match	The girl's temper was a low tide	The girl was easily provoked.	The girl's temper was even.	9.762519034984247e-05	0.00019567361820152106	1.5936874227075268e-05	2.948025304671021e-06	0.00025922542707870625	8.122663770722269e-07	0.00020992714836132686	5.3913750568331754e-05	0.9968763514001466	0.20434189993684582	0.5525397080801923	0.9851575827657517
The book I just finished reading is a compass of my life.	The book I just finished reading is my new bug smasher.	The book contains a lot of timeless wisdom and helpful knowledge.	The book's content is so trashy and useless that one can't bear reading it again.	0.006379360000872671	0.0007799739782929635	0.008926329489511324	0.0006242833226079939	3.591430047015573e-05	7.539386683091652e-09	3.541076383106643e-08	1.3631530902014922e-05	0.9997901169117969	0.9974090206355707	0.9990149917032549	0.9994472213630764
The snake has the skin of a desert dweller who has never touched a bottle of lotion	The snake has the skin of a slimy, aquatic eel	The snake has dry and scaly skin	The snake's skin is not dry and scaly	0.013611027080910821	0.0060872278374499095	0.0017372206854909806	0.0005530843701478336	0.00023236817104587491	7.353659334467227e-06	2.190786382110244e-06	4.7578717883271245e-05	0.9693241982893258	0.9559813501370537	0.990659975614946	0.8661325122464821
The reporter was as tall as a basektball center	The reporter was as tall as a midget	the reporter was tall	the reporter was short	0.00033809369390228175	0.0009744924856757053	0.00032261125644370356	0.00017956020542583297	0.0012909927925189818	1.834322979579428e-05	0.002402488989655613	0.006379360000872671	0.9859904337135968	0.7264256089751906	0.3495327359537942	0.9971328414066063
The disease is spreading like a wild fire	The disease is spreading like a growth of a finger nail	It is spreading quickly	It is spreading slowly	0.002007354686637315	0.0032582582679940024	0.028478844944067834	0.043255754605187734	0.0003698756277686204	0.0002149054272209975	0.0017440199750102805	0.009614035182597054	0.6325027540011314	0.8464508271169839	0.17497346003387607	0.9781354435078863
The teen was a skyscraper	The teen was an anthill	The teen was tall.	The teen was short.	0.006897732807471687	0.013933803286390808	0.0024884537383830186	0.0008701238501092051	0.00015722816930033686	4.432176784932062e-09	7.614510809877446e-08	4.6281543076216644e-07	0.9999718113371954	0.8587185839992992	0.9995159375737078	0.9905142868292048
The investigation had the weight of A bunch of feathers	The investigation had the weight of A city-wide ripple effect	The investigation is not important	The investigation has a major impact	0.007088945004525844	0.0075461426768912016	0.0018564995996405073	0.011825465259096618	9.462157900914659e-05	4.069623402073416e-05	1.5903403627787129e-06	4.2803430187853626e-07	0.6992544210587585	0.21206880435710532	0.9834704434423458	0.010408314101072439
The teacher is as encouraging as a parent	The teacher is as encouraging as a dead bird	the teacher helps	the teacher doesn't help	3.70543427450251e-05	0.006764318578007539	0.0018783834294490952	6.74809712655615e-06	0.0025177868436031133	1.1936167278278403e-05	7.844404420678988e-05	4.684107823336605e-05	0.9952816307449726	0.3738758227716966	0.9697854129326061	0.7969253718105298
